School_Name,School_Grade,Overall_ACH_Grade,Read_Ach_Grade,Math_Ach_Grade,Write_Ach_Grade,Sci_Ach_Grade,Overall_Weighted_Growth_Grade,Read_Growth_Grade,Math_Growth_Grade,Write_Growth_Grade,Enrol_TOT,PCT_AmInd,PCT_Asian,PCT_Black,PCT_hisp,PCT_White,PCT_PI,PCT_2ormore,PCT_FREE_MEAL,PCT_Single_Family,PCT_More_than_INCOME_60000,EDU_Population35to44years_Bachelorsdegreeorhigher,EDU_Population45to64years_Bachelorsdegreeorhigher,City,Zipcode,Address
'PATRIOT ELEMENTARY SCHOOL',6,6,6,6,6,6,5,3,6,6,626,0.011182,0.023962,0.178914,0.204473,0.480831,0.017572,0.083067,0.4681,0.192609,0.167535,0.266,0.493,FORT CARSON,80902,7010 HARR AVENUE
'WEIKEL ELEMENTARY SCHOOL',9,6,6,7,6,6,9,11,9,7,594,0.011785,0.020202,0.144781,0.186869,0.560606,0.006734,0.069024,0.4603,0.192609,0.167535,0.266,0.493,COLORADO SPRINGS,80902,6565 LINDSTROM STREET
'FOWLER ELEMENTARY SCHOOL',6,9,9,9,9,6,5,3,4,6,230,0,0,0,0.234783,0.756522,0,0.008696,0.6,0.149367,0.814121,0.554,0.416,FOWLER,80139,601 WEST GRANT
'FOWLER HIGH SCHOOL',9,7,6,7,9,6,8,9,6,9,113,0,0,0,0.159292,0.831858,0,0.00885,0.4248,0.136,0.419204,0.202,0.132,FOWLER,81039,600 WEST GRANT
'FOWLER JUNIOR HIGH SCHOOL',5,7,6,6,7,7,2,2,3,3,64,0,0,0,0.171875,0.796875,0,0.03125,0.5156,0.136,0.419204,0.202,0.132,FOWLER,81039,600 WEST EUGENE AVENUE
'FLORENCE HIGH SCHOOL',6,6,6,6,6,6,7,7,6,9,501,0.00998,0.003992,0.005988,0.105788,0.836327,0.003992,0.033932,0.3433,0.224924,0.413001,0.075,0.107,FLORENCE,81226,2006 STATE HIGHWAY 67
'FREMONT ELEMENTARY SCHOOL',5,6,6,6,6,6,5,4,5,5,445,0.002247,0.017978,0.060674,0.247191,0.570787,0.008989,0.092135,0.5371,0.24796,0.608073,0.38,0.426,ARVADA,80004,6420 URBAN
'FREMONT MIDDLE SCHOOL',3,5,6,6,5,5,3,5,5,2,361,0.00554,0.00554,0.00554,0.144044,0.803324,0.00277,0.033241,0.5512,0.224924,0.413001,0.075,0.107,FLORENCE,81226,215 NORTH MAPLE
'PENROSE ELEMENTARY SCHOOL',2,6,6,6,6,6,1,3,1,3,407,0.007371,0.007371,0.058968,0.312039,0.511057,0.004914,0.09828,0.618,0.358272,0.522805,0.323,0.36,PENROSE,81240,100 ILLINOIS
'FLEMING ELEMENTARY SCHOOL',8,6,7,6,7,6,6,5,9,6,100,0,0,0,0.12,0.87,0,0.01,0.5281,0.117647,0.368201,0.199,0.091,FLEMING,80728,506 NORTH FREMONT AVE
'FLEMING HIGH SCHOOL',7,9,11,6,10,8,6,9,3,9,85,0,0.011765,0,0.117647,0.858824,0,0.011765,0.4118,0.117647,0.368201,0.199,0.091,FLEMING,80728,506 NORTH FREMONT AVE
'FLEMING HIGH SCHOOL',9,9,9,10,9,7,6,6,7,6,85,0,0.011765,0,0.117647,0.858824,0,0.011765,0.4118,0.117647,0.368201,0.199,0.091,FLEMING,80728,506 NORTH FREMONT AVE
'GRAND VALLEY HIGH SCHOOL',7,6,6,4,6,6,10,9,6,12,332,0.01506,0.003012,0,0.343373,0.590361,0.003012,0.045181,0.4277,0.257038,0.619912,0.054,0.183,PARACHUTE,81635,800 CARDINAL WAY
'GRAND VALLEY MIDDLE SCHOOL',6,5,5,5,5,6,6,6,6,9,235,0.029787,0,0,0.289362,0.625532,0.008511,0.046809,0.5149,0.257038,0.619912,0.054,0.183,PARACHUTE,81635,0364 SIPRELLE DRIVE
'CACTUS VALLEY ELEMENTARY SCHOOL',6,9,9,9,6,6.718607,6,7,6,1,409,0.017115,0.00978,0,0.327628,0.623472,0,0.022005,0.5092,0.164454,0.458333,0.185,0.189,SILT,81652,222 GRAND AVENUE
'COAL RIDGE HIGH SCHOOL',5,6,6,6,5,6,3,4,5,3,494,0.006073,0.004049,0.006073,0.41498,0.550607,0.002024,0.016194,0.3664,0.072072,0.619912,0.187,0.248,NEW CASTLE,81647,35947 HIGHWAY 6
'ELK CREEK ELEMENTARY',10,9,7,9,7,6.718607,9,10,9,7,275,0.003636,0,0,0.450909,0.523636,0.003636,0.018182,0.5388,0.072072,0.619912,0.187,0.248,NEW CASTLE,81647,804 WEST MAIN STREET
'GRAHAM MESA ELEMENTARY SCHOOL',9,6,5,6,6,6.718607,10,12,13,10,381,0.002625,0,0.005249,0.380577,0.590551,0,0.020997,0.5694,0.266584,0.527261,0.132,0.119,RIFLE,81650,1575 FARMSTEAD PARKWAY
'HIGHLAND ELEMENTARY SCHOOL',7,6,5,6,4,6.718607,7,6,12,6,382,0,0.036649,0.005236,0.143979,0.767016,0,0.04712,0.2065,0.16217,0.749906,0.43,0.569,PIERCE,80650,101 2ND STREET
'KATHRYN SENOR ELEMENTARY SCHOOL',7,7,6,9,7,6.718607,9,7,7,9,332,0.012048,0.012048,0.006024,0.373494,0.581325,0,0.01506,0.4719,0.072072,0.619912,0.187,0.248,NEW CASTLE,81647,101 ALDER AVENUE
'RIFLE HIGH SCHOOL',6,6,5,6,6,6,7,8,6,7,662,0.004532,0.001511,0.003021,0.44713,0.531722,0.001511,0.010574,0.4169,0.266584,0.527261,0.132,0.119,RIFLE,81650,1350 PREFONTAINE AVE
'RIFLE MIDDLE SCHOOL',6,5,5,5,6,6,7,7,6,7,753,0.007968,0,0.001328,0.452855,0.52324,0,0.014608,0.5604,0.266584,0.527261,0.132,0.119,RIFLE,81650,753 RAILROAD
'RIFLE MIDDLE SCHOOL',6,5,5,5,5,6,6,6,4,9,753,0.007968,0,0.001328,0.452855,0.52324,0,0.014608,0.5604,0.266584,0.527261,0.132,0.119,RIFLE,81650,753 RAILROAD
'RIVERSIDE SCHOOL',4,6,6,6,6,6,3,5,2,6,735,0.009524,0.008163,0.002721,0.379592,0.585034,0.001361,0.013605,0.4653,0.072072,0.619912,0.187,0.248,NEW CASTLE,81647,215 ALDER AVENUE
'RIVERSIDE SCHOOL',9,6,6,6,6,6,9,9,7,9,735,0.009524,0.008163,0.002721,0.379592,0.585034,0.001361,0.013605,0.4653,0.072072,0.619912,0.187,0.248,NEW CASTLE,81647,215 ALDER AVENUE
'WAMSLEY ELEMENTARY SCHOOL',5,5,5,5,3,6.718607,6,5,7,4,280,0.007143,0.010714,0,0.535714,0.432143,0,0.014286,0.7004,0.266584,0.527261,0.132,0.119,RIFLE,81650,225 EAST 30TH STREET
'GENOA-HUGO ELEMENTARY SCHOOL',6,6,6,7,6,6,6,6,10,5,100,0,0,0.03,0.03,0.94,0,0,0.6163,0.416667,0.467681,0.292,0.11,HUGO,80821,220 WEST 7TH STREET
'GENOA-HUGO MIDDLE SCHOOL',6,6,5,6,6,6.718607,6,3,6,9,40,0,0,0,0.1,0.9,0,0,0.6,0.416667,0.467681,0.292,0.11,HUGO,80821,220 WEST 7TH STREET
'GENOA-HUGO SENIOR HIGH SCHOOL',4,3,2,5,3,2,6,1,6,7,45,0,0,0.022222,0,0.977778,0,0,0.4889,0.416667,0.467681,0.292,0.11,HUGO,80821,220 WEST 7TH STREET
'GILPIN COUNTY ELEMENTARY SCHOOL',3,6,6,6,6,6,1,1,3,1,224,0,0.022321,0.013393,0.120536,0.794643,0,0.049107,0.3315,0.197671,0.777821,0.601,0.488,BLACK HAWK,80403,10595 HIGHWAY 119
'GILPIN COUNTY UNDIVIDED HIGH SCHOOL',6,6,6,6,6,9,6,3,6,6,156,0,0.00641,0.012821,0.102564,0.858974,0,0.019231,0.3013,0.197671,0.777821,0.601,0.488,BLACK HAWK,80403,10595 HIGHWAY 119
'GILPIN COUNTY UNDIVIDED HIGH SCHOOL',6,8,8,8,7,9,7,7,6,7,156,0,0.00641,0.012821,0.102564,0.858974,0,0.019231,0.3013,0.197671,0.777821,0.601,0.488,BLACK HAWK,80403,10595 HIGHWAY 119
'GRANADA ELEMENTARY SCHOOL',12,8,9,6,9,6,11,12,9,9,130,0,0,0,0.761538,0.238462,0,0,0.6491,0.094697,0.310345,0.108,0.154,GRANADA,81041,201 SOUTH HOISINGTON STREET
'GRANADA UNDIVIDED HIGH SCHOOL',5,6,6,6,8,4,5,3,6,2,117,0,0,0,0.700855,0.299145,0,0,0.6239,0.094697,0.310345,0.108,0.154,GRANADA,81041,201 SOUTH HOISINGTON STREET
'GRANADA UNDIVIDED HIGH SCHOOL',6,6,6,6,6,3,6,9,6,3,117,0,0,0,0.700855,0.299145,0,0,0.6239,0.094697,0.310345,0.108,0.154,GRANADA,81041,201 SOUTH HOISINGTON STREET
'BRENTWOOD MIDDLE SCHOOL',3,3,3,3,4,3,4,5,4,5,676,0.001479,0.004438,0.013314,0.681953,0.288462,0,0.010355,0.7663,0.257256,0.566111,0.276,0.329,GREELEY,80634,2600  24TH AVENUE COURT
'CENTENNIAL ELEMENTARY SCHOOL',5,2,3,3,1,3,6,5,7,6,454,0.004405,0.057269,0.011013,0.405286,0.508811,0,0.013216,0.5529,0.218034,0.742388,0.514,0.386,EVANS,80620,1400  37TH STREET
'CHAPPELOW K-8 MAGNET SCHOOL',7,7,7,7,7,6,7,8,8,7,674,0.002967,0.007418,0.004451,0.505935,0.45549,0.001484,0.022255,0.4468,0.190822,0.416294,0.129,0.109,EVANS,80620,2001  34TH STREET
'CHAPPELOW K-8 MAGNET SCHOOL',6,6,7,6,6,6,6,6,4,7,674,0.002967,0.007418,0.004451,0.505935,0.45549,0.001484,0.022255,0.4468,0.190822,0.416294,0.129,0.109,EVANS,80620,2001  34TH STREET
'DOS RIOS ELEMENTARY SCHOOL',6,5,5,5,5,5,6,5,6,5,372,0.005376,0.008065,0.010753,0.336022,0.620968,0,0.018817,0.7791,0.339125,0.460241,0.157,0.239,EVANS,80620,2201 34TH STREET
'EAST MEMORIAL ELEMENTARY SCHOOL',3,4,4,5,3,2,3,5,5,3,560,0,0.001786,0.005357,0.907143,0.078571,0,0.007143,0.9035,0.430833,0.28137,0.102,0.183,GREELEY,80631,614 EAST 20TH STREET
'FRANKLIN MIDDLE SCHOOL',3,3,2,2,3,4,3,5,2,6,700,0.001429,0.001429,0.007143,0.792857,0.181429,0.005714,0.01,0.8114,0.257256,0.566111,0.276,0.329,GREELEY,80634,818  35TH AVENUE
'FRONTIER CHARTER ACADEMY',12,11,9,10,12,11,13,12,12,13,1371,0.002188,0.008023,0.01167,0.15682,0.805981,0,0.015317,0.1707,0.257256,0.566111,0.276,0.329,CALHAN,80808,488 YODER STREET
'FRONTIER CHARTER ACADEMY',6,9,9,9,9,9,3,1,5,3,1371,0.002188,0.008023,0.01167,0.15682,0.805981,0,0.015317,0.1707,0.257256,0.566111,0.276,0.329,CALHAN,80808,488 YODER STREET
'FRONTIER CHARTER ACADEMY',9,9,9,7,9,9,7,7,9,6,1371,0.002188,0.008023,0.01167,0.15682,0.805981,0,0.015317,0.1707,0.257256,0.566111,0.276,0.329,CALHAN,80808,488 YODER STREET
'GREELEY CENTRAL HIGH SCHOOL',3,4,3,3,5,4,5,4,6,3,1410,0.006383,0.006383,0.023404,0.607801,0.335461,0.001418,0.019149,0.5688,0.430833,0.28137,0.102,0.183,GREELEY,80631,1515  14TH AVENUE
'GREELEY WEST HIGH SCHOOL',3,5,5,5,5,4,5,5,6,3,1545,0.004531,0.030421,0.041424,0.533981,0.373463,0.000647,0.015534,0.5003,0.257256,0.566111,0.276,0.329,GREELEY,80634,2401 35TH AVENUE
'HEATH MIDDLE SCHOOL',6,5,5,5,5,6,6,7,5,6,701,0.00428,0.009986,0.019971,0.661912,0.292439,0.001427,0.009986,0.7204,0.430833,0.28137,0.102,0.183,GREELEY,80631,2223  16TH STREET
'HEIMAN ELEMENTARY SCHOOL',6,6,6,6,6,5,6,6,7,6,690,0.002899,0.017391,0.017391,0.498551,0.446377,0,0.017391,0.558,0.190822,0.416294,0.129,0.109,EVANS,80620,3500 PALERMO
'JACKSON ELEMENTARY SCHOOL',5,3,3,4,2,3,6,6,6,8,306,0.013072,0.019608,0.078431,0.339869,0.506536,0,0.042484,0.7464,0.357895,0.425047,0.354,0.345,GREELEY,80631,2002   25TH STREET
'JOHN EVANS MIDDLE SCHOOL',1,1,1,1,1,1,2,4,1,5,762,0.002625,0.043307,0.036745,0.74147,0.16273,0.001312,0.011811,0.8346,0.430833,0.28137,0.102,0.183,GREELEY,80631,2900  15TH AVENUE
'MADISON ELEMENTARY SCHOOL',3,3,3,4,4,3,5,3,6,5,388,0.005155,0.015464,0.082474,0.306701,0.474227,0.002577,0.113402,0.61,0.393165,0.390238,0.187,0.23,GREELEY,80634,500  24TH AVENUE
'MAPLEWOOD ELEMENTARY SCHOOL',3,1,2,1,1,1,6,5,6,6,628,0.007962,0.011146,0.041401,0.788217,0.13535,0.009554,0.006369,0.879,0.430833,0.28137,0.102,0.183,GREELEY,80631,1201 21ST AVENUE
'MARTINEZ ELEMENTARY SCHOOL',1,3,3,5,3,1,3,1,4,4,638,0.00627,0.037618,0.04232,0.181818,0.647335,0.001567,0.083072,0.2177,0.24796,0.608073,0.38,0.426,GREELEY,80631,341  14TH AVENUE
'MCAULIFFE ELEMENTARY SCHOOL',6,9,9,10,10,9,5,5,5,5,717,0,0.025105,0.005579,0.375174,0.570432,0,0.02371,0.3207,0.257256,0.566111,0.276,0.329,GREELEY,80634,600 51ST AVENUE
'MEEKER ELEMENTARY SCHOOL',4,5,5,5,6,5,3,1,5,3,373,0.008043,0,0.002681,0.16622,0.812332,0.002681,0.008043,0.3111,0.199367,0.551761,0.165,0.246,GREELEY,80634,2221  28TH AVENUE
'MONFORT ELEMENTARY SCHOOL',8,6,6,7,6,6,7,6,9,6,539,0,0.005566,0.005566,0.293135,0.686456,0,0.009276,0.3525,0.257256,0.566111,0.276,0.329,GREELEY,80634,2101  47TH AVENUE
'NORTHRIDGE HIGH SCHOOL',1,2,2,2,3,1,2,4,2,2,1029,0.005831,0.007775,0.008746,0.704568,0.25656,0.005831,0.01069,0.6647,0.257256,0.566111,0.276,0.329,GREELEY,80634,100 71ST AVENUE
'ROMERO ELEMENTARY SCHOOL',5,2,1,4,1,1,6,6,7,6,614,0.004886,0,0.016287,0.895765,0.078176,0,0.004886,0.9023,0.430833,0.28137,0.102,0.183,GREELEY,80631,1400 EAST 20TH STREET
'SCOTT ELEMENTARY SCHOOL',6,6,5,6,6,6,6,6,8,6,657,0.003044,0.033486,0.079148,0.143075,0.666667,0.00761,0.066971,0.2909,0.145994,0.717422,0.436,0.404,GREELEY,80634,3000  13TH STREET
'SHAWSHEEN ELEMENTARY SCHOOL',4,6,6,6,6,5,5,1,6,3,453,0,0.006623,0.013245,0.538631,0.428256,0,0.013245,0.7285,0.257256,0.566111,0.276,0.329,GREELEY,80634,4020 WEST 7TH STREET
'UNION COLONY PREPARATORY SCHOOL',6,8,9,6,9,9,4,3,5,5,420,0.009524,0.045238,0.014286,0.27619,0.645238,0.004762,0.004762,0.2143,0.257256,0.566111,0.276,0.329,GREELEY,80634,2000 CLUBHOUSE DRIVE
'UNION COLONY PREPARATORY SCHOOL',10,9,9,8,11,9,9,6,9,9,420,0.009524,0.045238,0.014286,0.27619,0.645238,0.004762,0.004762,0.2143,0.257256,0.566111,0.276,0.329,GREELEY,80634,2000 CLUBHOUSE DRIVE
'UNIVERSITY SCHOOLS',3,6,6,6,6,6,2,3,3,1,1289,0.008534,0.020946,0.013964,0.274631,0.667184,0.005431,0.00931,0.2428,0.257256,0.566111,0.276,0.329,GREELEY,80634,6525 18TH STREET
'UNIVERSITY SCHOOLS',5,6,6,6,6,5,6,4,8,5,1289,0.008534,0.020946,0.013964,0.274631,0.667184,0.005431,0.00931,0.2428,0.257256,0.566111,0.276,0.329,GREELEY,80634,6525 18TH STREET
'UNIVERSITY SCHOOLS',8,6,6,6,6,6,6,6,8,5,1289,0.008534,0.020946,0.013964,0.274631,0.667184,0.005431,0.00931,0.2428,0.257256,0.566111,0.276,0.329,GREELEY,80634,6525 18TH STREET
'WINOGRAD K-8 ELEMENTARY SCHOOL',6,6,6,7,6,6,5,5,6,6,598,0.003344,0.005017,0.006689,0.493311,0.479933,0.001672,0.010033,0.4632,0.257256,0.566111,0.276,0.329,GREELEY,80634,320 NORTH 71ST AVENUE
'WINOGRAD K-8 ELEMENTARY SCHOOL',6,6,6,6,7,6,5,6,3,6,598,0.003344,0.005017,0.006689,0.493311,0.479933,0.001672,0.010033,0.4632,0.257256,0.566111,0.276,0.329,GREELEY,80634,320 NORTH 71ST AVENUE
'CRESTED BUTTE COMMUNITY SCHOOL',9,10,10,9,9,9,6,6,7,7,573,0.010471,0.00349,0,0.033159,0.919721,0.00349,0.029668,0.1152,0.137647,0.661605,0.664,0.447,CRESTED BUTTE,81224,818 RED LADY AVENUE
'CRESTED BUTTE COMMUNITY SCHOOL',12,12,10,12,11,9,12,6,12,12,573,0.010471,0.00349,0,0.033159,0.919721,0.00349,0.029668,0.1152,0.137647,0.661605,0.664,0.447,CRESTED BUTTE,81224,818 RED LADY AVENUE
'CRESTED BUTTE COMMUNITY SCHOOL',12,12,12,12,12,11,10,10,11,8,573,0.010471,0.00349,0,0.033159,0.919721,0.00349,0.029668,0.1152,0.137647,0.661605,0.664,0.447,CRESTED BUTTE,81224,818 RED LADY AVENUE
'GUNNISON ELEMENTARY SCHOOL',6,6,7,6,6,7,6,5,9,6,624,0,0.003205,0.00641,0.259615,0.721154,0,0.009615,0.366,0.212468,0.579854,0.346,0.409,GUNNISON,81230,1099 NORTH 11TH
'GUNNISON HIGH SCHOOL',7,6,6,7,6,7,8,8,7,7,345,0.008696,0.011594,0,0.173913,0.797101,0,0.008696,0.1768,0.212468,0.579854,0.346,0.409,GUNNISON,81230,800 WEST OHIO
'GUNNISON MIDDLE SCHOOL',9,7,6,7,6,7,8,6,9,7,269,0.003717,0,0,0.189591,0.791822,0,0.01487,0.2825,0.212468,0.579854,0.346,0.409,GUNNISON,81230,1099 NORTH 11TH
'HANOVER JUNIOR-SENIOR HIGH SCHOOL',1,3,3,3,4,4,1,1,3,1,129,0.031008,0.023256,0.015504,0.263566,0.666667,0,0,0.5736,0.410526,0.447028,0.009,0.115,COLORADO SPRINGS,80928,17050 SOUTH PEYTON HIGHWAY
'HANOVER JUNIOR-SENIOR HIGH SCHOOL',5,4,5,1,5,5,6,4,6,7,129,0.031008,0.023256,0.015504,0.263566,0.666667,0,0,0.5736,0.410526,0.447028,0.009,0.115,COLORADO SPRINGS,80928,17050 SOUTH PEYTON HIGHWAY
'HANOVER JUNIOR-SENIOR HIGH SCHOOL',9,6,6,4,6,9,12,10,11,12,129,0.031008,0.023256,0.015504,0.263566,0.666667,0,0,0.5736,0.410526,0.447028,0.009,0.115,COLORADO SPRINGS,80928,17050 SOUTH PEYTON HIGHWAY
'PRAIRIE HEIGHTS ELEMENTARY SCHOOL',6,7,6,7,9,6.718607,6,1,5,13,79,0,0,0.025316,0.658228,0.316456,0,0,0.791,0.246099,0.467395,0.226,0.296,PUEBLO,81008,7930 INDIAN VILLAGE HEIGHTS
'ATLAS PREPARATORY SCHOOL',4,5,5,5,5,6,5,3,6,4,350,0.02,0.12,0.185714,0.388571,0.248571,0.002857,0.034286,0.7714,0.428294,0.324622,0.145,0.138,COLORADO SPRINGS,80916,1628 SOUTH MURRAY BLVD
'ATLAS PREPARATORY SCHOOL',5,6,5,6,6,6.718607,5,5,4,6,350,0.02,0.12,0.185714,0.388571,0.248571,0.002857,0.034286,0.7714,0.428294,0.324622,0.145,0.138,COLORADO SPRINGS,80916,1628 SOUTH MURRAY BLVD
'BRICKER ELEMENTARY SCHOOL',3,6,6,6,6,5,3,5,3,2,368,0.024457,0.035326,0.11413,0.519022,0.277174,0,0.029891,0.8368,0.428294,0.324622,0.145,0.138,COLORADO SPRINGS,80916,4880 DOVER PLACE
'CARMEL MIDDLE SCHOOL',9,6,6,6,5,6,11,10,12,7,427,0.01171,0.039813,0.234192,0.477752,0.222482,0.004684,0.009368,0.8384,0.427476,0.28122,0.16,0.128,COLORADO SPRINGS,80910,1740 PEPPERWOOD DRIVE
'CENTENNIAL ELEMENTARY SCHOOL',8,5,5,6,5,5,9,8,9,8,454,0.004405,0.057269,0.011013,0.405286,0.508811,0,0.013216,0.5529,0.218034,0.742388,0.514,0.386,EVANS,80620,1400  37TH STREET
'FOX MEADOW MIDDLE SCHOOL',6,6,6,6,6,6,6,9,6,6,525,0.019048,0.04381,0.154286,0.441905,0.333333,0.001905,0.005714,0.7067,0.331695,0.623349,0.525,0.513,COLORADO SPRINGS,80906,1450 CHEYENNE MEADOWS ROAD
'GIBERSON ELEMENTARY SCHOOL',6,5,5,5,5,5,5,6,5,5,344,0.017442,0.055233,0.200581,0.386628,0.319767,0.002907,0.017442,0.7949,0.428294,0.324622,0.145,0.138,COLORADO SPRINGS,80916,2880 FERBER DRIVE
'HARRISON HIGH SCHOOL',6,6,6,6,6,5,10,12,6,11,856,0.014019,0.064252,0.174065,0.418224,0.327103,0,0.002336,0.7033,0.331695,0.623349,0.525,0.513,COLORADO SPRINGS,80906,2755 JANITELL ROAD
'JAMES IRWIN CHARTER ELEMENTARY SCHOOL',10,12,13,12,13,10,9,9,6,10,536,0.009328,0.05597,0.057836,0.322761,0.529851,0.007463,0.016791,0.4123,0.428294,0.324622,0.145,0.138,COLORADO SPRINGS,80916,1626 S MURRAY BOULEVARD
'JAMES IRWIN CHARTER HIGH SCHOOL',9,10,10,9,10,9,6,6,6,6,422,0.016588,0.063981,0.137441,0.241706,0.537915,0,0.00237,0.3318,0.428294,0.324622,0.145,0.138,COLORADO SPRINGS,80916,5525 ASTROZON BLVD.
'JAMES IRWIN CHARTER MIDDLE SCHOOL',6,9,9,10,9,6,6,5,6,5,430,0.016279,0.04186,0.097674,0.388372,0.434884,0.004651,0.016279,0.4419,0.428294,0.324622,0.145,0.138,COLORADO SPRINGS,80916,5525 ASTROZON BLVD
'MONTEREY ELEMENTARY SCHOOL',6,6,6,6,6,5,7,9,6,7,427,0.002342,0.037471,0.152225,0.47541,0.297424,0,0.035129,0.8756,0.427476,0.28122,0.16,0.128,COLORADO SPRINGS,80910,2311 MONTEREY ROAD
'MOUNTAIN VISTA COMMUNITY SCHOOL',6,6,6,6,6,6,6,10,8,5,645,0.007752,0.017054,0.114729,0.469767,0.386047,0.004651,0,0.6248,0.427476,0.28122,0.16,0.128,COLORADO SPRINGS,80910,2550 DORSET DRIVE
'MOUNTAIN VISTA COMMUNITY SCHOOL',9,6,6,6,6,6,9,9,11,9,645,0.007752,0.017054,0.114729,0.469767,0.386047,0.004651,0,0.6248,0.427476,0.28122,0.16,0.128,COLORADO SPRINGS,80910,2550 DORSET DRIVE
'OAK CREEK ELEMENTARY SCHOOL',6,6,5,6,6,5,7,6,7,8,328,0.021341,0.018293,0.097561,0.487805,0.353659,0,0.021341,0.7841,0.331695,0.623349,0.525,0.513,COLORADO SPRINGS,80906,3333 OAK CREEK DRIVE WEST
'OTERO ELEMENTARY SCHOOL',6,6,6,6,7,7,6,7,6,6,443,0.024831,0.072235,0.14447,0.234763,0.474041,0.011287,0.038375,0.5788,0.331695,0.623349,0.525,0.513,COLORADO SPRINGS,80906,1650 CHARMWOOD DRIVE
'PANORAMA MIDDLE SCHOOL',6,5,5,6,5,6,6,6,7,6,518,0.027027,0.050193,0.30695,0.395753,0.216216,0,0.003861,0.7471,0.428294,0.324622,0.145,0.138,COLORADO SPRINGS,80916,2145 SOUTH CHELTON
'PIKES PEAK ELEMENTARY SCHOOL',6,6,5,6,6,6,6,6,7,6,443,0.013544,0.029345,0.182844,0.541761,0.225734,0.002257,0.004515,0.8936,0.427476,0.28122,0.16,0.128,COLORADO SPRINGS,80910,1520 VERDE DRIVE
'SAND CREEK ELEMENTARY SCHOOL',6,5,6,5,6,5,6,7,6,6,585,0.001709,0.032479,0.008547,0.117949,0.8,0,0.039316,0.1094,0.142255,0.860478,0.662,0.65,COLORADO SPRINGS,80916,550 SAND CREEK DRIVE
'SIERRA HIGH SCHOOL',5,5,5,5,6,4,5,5,5,6,861,0.015099,0.04878,0.358885,0.361208,0.206736,0.004646,0.004646,0.6492,0.428294,0.324622,0.145,0.138,COLORADO SPRINGS,80916,2250 JET WING DRIVE
'SOARING EAGLES ELEMENTARY SCHOOL',9,10,9,12,9,11,9,10,6,8,594,0.015152,0.038721,0.156566,0.427609,0.338384,0.006734,0.016835,0.5618,0.428294,0.324622,0.145,0.138,COLORADO SPRINGS,80916,4710 HARRIER RIDGE DRIVE
'STRATMOOR HILLS ELEMENTARY SCHOOL',5,5,5,5,5,6,6,5,6,7,322,0.015528,0.040373,0.118012,0.322981,0.459627,0,0.043478,0.85,0.331695,0.623349,0.525,0.513,COLORADO SPRINGS,80906,200 LOOMIS AVENUE
'STRATTON MEADOWS ELEMENTARY SCHOOL',7,6,7,6,7,6,7,10,6,9,420,0.009524,0.030952,0.1,0.530952,0.311905,0.004762,0.011905,0.8747,0.331695,0.623349,0.525,0.513,COLORADO SPRINGS,80906,610 BROOKSHIRE AVENUE
'TURMAN ELEMENTARY SCHOOL',10,6,6,6,6,6,12,11,8,12,313,0.035144,0.022364,0.204473,0.399361,0.28754,0.00639,0.044728,0.8182,0.428294,0.324622,0.145,0.138,COLORADO SPRINGS,80916,3245 SPRINGNITE DRIVE
'WILDFLOWER ELEMENTARY SCHOOL',9,10,9,8,12,9,6,6,6,9,402,0.022388,0.057214,0.20398,0.31592,0.368159,0.00995,0.022388,0.7132,0.428294,0.324622,0.145,0.138,COLORADO SPRINGS,80916,1160 KEITH DRIVE
'HAXTUN ELEMENTARY SCHOOL',6,7,6,7,7,6,6,6,6,6,231,0,0.004329,0,0.069264,0.917749,0,0.008658,0.4346,0.076372,0.529817,0.318,0.384,HAXTUN,80731,601 NORTH COLORADO AVENUE
'HAXTUN ELEMENTARY SCHOOL',9,9,9,7,9,8,10,11,6,12,231,0,0.004329,0,0.069264,0.917749,0,0.008658,0.4346,0.076372,0.529817,0.318,0.384,HAXTUN,80731,601 NORTH COLORADO AVENUE
'HAXTUN HIGH SCHOOL',12,8,10,6,12,5,12,12,12,9,92,0.01087,0.01087,0,0.086957,0.869565,0,0.021739,0.3152,0.076372,0.529817,0.318,0.384,HAXTUN,80731,201 WEST POWELL STREET
'HAYDEN HIGH SCHOOL',6,5,5,6,5,6,6,4,10,5,115,0.017391,0,0.017391,0.034783,0.921739,0.008696,0,0.2957,0.288802,0.564103,0.083,0.226,HAYDEN,81639,495 WEST JEFFERSON STREET
'HAYDEN MIDDLE SCHOOL',5,5,6,5,5,3,5,6,5,3,73,0,0,0.013699,0.150685,0.835616,0,0,0.4795,0.288802,0.564103,0.083,0.226,HAYDEN,81639,495 WEST JEFFERSON STREET
'HAYDEN VALLEY ELEMENTARY SCHOOL',6,7,6,10,6,8,6,3,7,7,201,0,0.004975,0.00995,0.169154,0.81592,0,0,0.4568,0.288802,0.564103,0.083,0.226,HAYDEN,81639,300 BREEZE BASIN BLVD.
'HI PLAINS ELEMENTARY SCHOOL',7,6,6,8,6,5,6,5,9,3,63,0,0,0.031746,0.190476,0.777778,0,0,0.66,0,0.425,0.125,0.127,VONA,80861,1475 SECOND AVE
'HI PLAINS UNDIVIDED HIGH SCHOOL',5,6,6,6,6,5,2,1,3,5,66,0.030303,0,0.015152,0.121212,0.833333,0,0,0.5909,0.771429,0.333333,0.087,0.096,SEIBERT,80834,200 IOWA AVE
